"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT5G58060",835.309736348543,0.359207409668509,0.119330714116977,3.01018402786383,0.00261089445609425,0.00592279766477263
"AT5G66680",1078.31063221837,0.400976508199612,0.133211584630137,3.01007235453979,0.00261185462184485,0.00592436541297826
"AT4G03315",6.06987877292876,1.82980540587648,0.607933620367665,3.00987697434771,0.00261353527463449,0.00592756692180699
"AT2G05100",45838.6053315595,-1.41212289351496,0.469181635412288,-3.00975738804029,0.00261456443909393,0.00592929033061801
"AT4G12430",89.8729557296846,1.08036529862513,0.359113940432568,3.00841927028449,0.00262610562715749,0.00595485002046897
"AT1G21810",13.013190601378,-1.06704196226315,0.354722049404691,-3.00810723227919,0.00262880362451338,0.00596035405257292
"AT5G67385",1069.60936713699,-1.04782373844977,0.348412502545856,-3.00742289898698,0.00263472950053362,0.00597317484995359
"AT5G08450",919.942052260619,0.463683846791464,0.154184670651549,3.00732780264111,0.00263555393794144,0.0059744287661479
"AT1G11125",8.16537913464068,1.26250169685077,0.419836109325554,3.00712985092902,0.0026372708359424,0.00597770529810375
"AT2G25900",2986.39591661939,-0.868575499104231,0.288868373933079,-3.00682102120826,0.00263995145591879,0.00598316532747503
"AT1G71210",189.318221602526,0.642619764741408,0.213764827315613,3.00619972336522,0.00264535182366665,0.00599478761357475
"AT4G13572",155.073040846189,-0.936189868977467,0.311430762026777,-3.00609311323258,0.00264627950134784,0.00599624385170381
"AT4G00940",33.6172121873855,0.961108753801275,0.319723393070762,3.0060632866753,0.00264653909305376,0.00599624385170381
"AT1G01040",719.480874224127,1.08039520238822,0.359453488270867,3.00566064217488,0.00265004573779711,0.00600357105204411
"AT5G05600",1557.87371571947,1.63046015721099,0.542579187659709,3.00501787442974,0.00265565242602105,0.00601565381853205
"AT1G16030",71.213944620359,-0.553004889167305,0.184043474870736,-3.00475140211143,0.00265797996899459,0.00602030685704382
"AT4G05330",86.8273891310892,-1.05604251168566,0.351463095419486,-3.00470383789577,0.00265839562192023,0.00602062896558729
"AT5G52040",1641.7367775087,0.923638311243757,0.307439880656527,3.00428919394374,0.00266202161880365,0.00602822091975921
"AT4G15140",38.0407082707231,-1.17600029621545,0.391578065495626,-3.00323332648106,0.00267127543578842,0.00604855435470891
"AT3G03870",1740.86187262634,0.8440756920379,0.281064255087516,3.00314136984469,0.00267208275078889,0.00604976020636192
"AT4G27260",632.976589703972,1.3992121092575,0.465922028070485,3.00310357733467,0.00267241460726233,0.00604988945329034
"AT4G14400",7586.94684939715,1.4249619579573,0.474505005520757,3.00304937013982,0.00267289066703518,0.00605034509168095
"AT1G14400",2468.09592659474,0.535159254198675,0.178216450489945,3.00286114288236,0.00267454432299822,0.00605346596461501
"AT3G49845",1.2960979218034,3.23476995901459,1.0773915016129,3.00240901675203,0.00267852026298447,0.00606184182859411
"AT4G38940",113.972671275985,0.600468400223261,0.20003453145576,3.00182371440234,0.00268367536020257,0.00607288428375541
"AT5G08490",6.28700804760777,-1.31340104748399,0.437547620049814,-3.00173281101257,0.00268447681201746,0.00607407362521841
"AT4G38840",324.819602274776,-1.44570247110435,0.481717183600972,-3.00114365922618,0.00268967638693623,0.00608498635764454
"AT5G25570",29.2189146158426,-0.965534662549204,0.321724377807084,-3.00112372313971,0.00268985249427534,0.00608498635764454
"AT1G43650",38.686907597001,-1.08019125177615,0.359941268695084,-3.00102084901859,0.0026907614102134,0.00608641716972248
"AT5G04940",189.256196327018,-0.564839169498728,0.188277838879135,-3.00003002403978,0.00269952995125901,0.00610562408493282
"AT5G63470",377.660301684584,-0.815803090973168,0.271942999769617,-2.99990472880087,0.00270064063897388,0.00610750879097442
"AT2G09525",1.93875618941828,-2.12255697135836,0.707620918640655,-2.99956786952512,0.00270362882049863,0.00611363863302238
"AT1G05810",63.761430893802,-0.911787078025179,0.304143221542786,-2.9978872236576,0.00271858253277946,0.00614682175053791
"AT4G35335",196.790701329013,-0.547255388822196,0.182570210616106,-2.99750647696256,0.00272198074611521,0.00615387329992449
"AT1G78020",1033.74813701981,-1.09961138548119,0.366875836618162,-2.99723033170387,0.00272444780578377,0.00615881845870092
"AT5G50360",26.0045317134943,2.13989882532173,0.714104558453734,2.99661835229746,0.00272992246290978,0.00617056080364927
"AT5G11580",681.794457501092,-0.80138351109837,0.267459794592832,-2.99627655183972,0.00273298452057498,0.00617684799569081
"AT1G31600",331.955430133972,0.841973607282632,0.281019226263367,2.99614235822266,0.00273418756668402,0.00617893275615813
"AT1G56420",65.8350970578311,-0.637812633952784,0.212914052190246,-2.99563428243278,0.00273874685230106,0.00618860100512774
"AT4G28088",1.52139814232729,3.47479864395231,1.15999026522674,2.99554121109206,0.00273958279265078,0.00618985468738685
"AT3G10140",99.8931465069502,-0.464761150400369,0.15518914514341,-2.99480450111949,0.00274620794189496,0.00620418699616696
"AT3G56730",6.05856713697653,-1.18406530518719,0.395411344037775,-2.9945152637656,0.00274881301936613,0.00620943521703124
"AT3G09920",801.793227878022,0.582555185991005,0.194561848587275,2.99419022907611,0.00275174320685668,0.00621541669353409
"AT3G46385",61.8457562792162,0.916677405875169,0.306167424988516,2.99403963667771,0.00275310176422463,0.00621784743509056
"AT5G39760",135.078631363085,-1.01249459363304,0.338222561176927,-2.99357497060463,0.0027572975752746,0.00622668492434832
"AT5G65960",426.275691182636,0.51677286625952,0.172631271401995,2.99350669240073,0.00275791460127658,0.00622743961551715
"AT5G20860",3.52663004981066,2.90098856652505,0.969107177619778,2.9934651538235,0.0027582900445943,0.00622764870814984
"AT1G02800",6.99271740020091,-1.08358367092885,0.36199462849115,-2.99336947469468,0.00275915501085894,0.00622896288619831
"AT4G28270",332.478097044259,0.782204835698625,0.261318118518722,2.9933050189269,0.00275973784882054,0.00622963993800805
"AT5G11242",17.1904868021591,1.00973401230332,0.337335332787051,2.99326490338541,0.0027601006483151,0.00622982020241947
"AT3G49710",20.4541637051081,-0.862453337137216,0.288134700017018,-2.9932296841938,0.00276041920180245,0.00622990057249758
"AT5G06240",104.406049920345,0.458161326807513,0.153089323770458,2.99277124964299,0.00276456875371173,0.00623862609605665
"AT4G04460",17.0998598311333,1.01878879995936,0.340453478869274,2.99244643744866,0.00276751226148057,0.00624462850720222
"AT2G42700",254.565740320322,0.465644184668593,0.155623490287856,2.99212017290765,0.00277047181234307,0.00625066588422685
"AT1G80110",94.5706489589345,0.648930419772054,0.216909797363725,2.99170635747677,0.0027742296972192,0.00625850301981274
"AT1G50840",467.374488648658,-0.653582688899364,0.218478233904807,-2.9915231243774,0.00277589513561364,0.0062616185939905
"AT4G35783",14.5591405873052,-1.785128118573,0.5968026323599,-2.99115322516956,0.00277925999848906,0.00626856654852818
"AT1G70470",4.17801263323373,-1.47149374076754,0.491961324369686,-2.99107606203162,0.00277996239802237,0.00626950856085798
"AT1G31935",13.9464267698911,-1.4323896217184,0.478945269585784,-2.99071671165519,0.00278323562382661,0.00627624764086587
"AT1G79710",60.2134161654912,0.771490041414876,0.257969660104365,2.99062316515345,0.00278408829096478,0.00627752749518305
"AT3G24770",189.828973618782,-0.940412761450522,0.314523701719475,-2.98995832844826,0.00279015508847508,0.00629056263957039
"AT1G29660",1484.38621829079,-1.07042021406721,0.358009015156906,-2.98992530564649,0.002790456744138,0.00629059860678104
"AT1G05450",3.15179821441544,3.91279861946696,1.30885167402685,2.98948971614846,0.00279443854219861,0.00629892995722041
"AT2G22140",10.148677703693,-1.10384204417906,0.369248013618983,-2.98943258586648,0.00279496116461662,0.00629946308962317
"AT1G54450",29.7412302327119,-0.613710424529136,0.205314955273448,-2.98911700665822,0.00279784966215282,0.0063053279284832
"AT1G17930",176.880301122024,0.428305468875164,0.143297606029041,2.9889227094859,0.00279962942052117,0.00630869313079882
"AT1G67960",249.954919103384,0.519514183198278,0.173835306790435,2.98854238986429,0.00280311613393435,0.00631590370824464
"AT1G11915",2.25456207272646,-1.90892862392934,0.638818653367531,-2.98821678713736,0.00280610436145481,0.00632198975038494
"AT2G36290",233.932607631899,0.638905110494068,0.213811210013954,2.98817405529098,0.00280649674996576,0.00632222687136752
"AT1G80300",1431.72803793599,0.657493490241911,0.220034929916194,2.98813234104392,0.00280687984262326,0.0063224430051027
"AT1G74660",13.6004906479607,-1.04132400737456,0.348518350797776,-2.98785990749387,0.00280938297521434,0.00632743395542854
"AT4G35860",936.910809367453,0.464423944996373,0.155463586496911,2.98734871271995,0.00281408535941395,0.00633737664350786
"AT5G64816",8.0925987965704,-1.05162565948012,0.352046081698815,-2.98718183257559,0.00281562201384869,0.00634018874012277
"AT5G57100",113.305584696474,-0.792002344463688,0.265212717756591,-2.98629097112371,0.00282383815506356,0.00635803952328351
"AT2G04550",514.538656169594,0.386187330845664,0.129363209886154,2.98529490096548,0.00283305052317526,0.00637812949072319
"AT5G45220",3.3071636144209,2.77600785667782,0.929910237902379,2.98524281541381,0.00283353300171402,0.00637856350390955
"AT1G22940",221.934977334395,-0.341371377297559,0.114368973123455,-2.9848250620303,0.00283740544699874,0.00638662779922492
"AT1G54080",1551.07714677546,-0.212116323065324,0.0710695109956289,-2.98463180756048,0.00283919849068968,0.00639001046386644
"AT5G54040",2.02502301947773,3.86498352032003,1.29497920723014,2.98459118010622,0.00283957556983271,0.00639020593791666
"AT1G61010",340.75586765273,-0.296498808001,0.0993502587200891,-2.98437882116,0.00284154729975032,0.00639398962145146
"AT5G66660",1.93444130983486,-3.13337574079607,1.05014789611186,-2.98374710114384,0.00284742014475081,0.00640654984131652
"AT2G17360",2177.30476930523,-0.464607416560275,0.155731131669873,-2.98339459540545,0.00285070206300867,0.00641327863730712
"AT5G10390",177.514246789444,-1.38608894899711,0.464634119409143,-2.98318373768965,0.00285266685249839,0.00641704319149055
"AT2G20860",1548.02762328658,-0.252951304143186,0.0848008707312454,-2.98288569400248,0.00285544615694024,0.00642263903192463
"AT1G35513",3.67245181364336,-1.57091626210432,0.526649106970684,-2.98285184824546,0.00285576193023008,0.00642269317464821
"AT2G02700",1.71456879278966,3.62642205263889,1.21578522633165,2.98278180561609,0.00285641551344624,0.00642350697324679
"AT3G25780",317.905147365687,1.56974715661749,0.526296087779639,2.98263124706095,0.0028578208708114,0.0064260110226231
"AT1G19720",565.116437194102,-0.8016276387545,0.268770111266355,-2.98257732222344,0.00285832437445418,0.00642648688621791
"AT4G33940",528.855908097447,0.672840019786979,0.22562039047574,2.98217735714506,0.0028620614323429,0.00643423204179354
"AT2G31530",192.435449931945,-0.415224481896978,0.139241006891897,-2.98205601327882,0.00286319608556721,0.00643612571842968
"AT4G28170",3.53921098205303,2.92094296871551,0.979811833491066,2.98112644578725,0.0028719018485358,0.00645503622918142
"AT5G05240",35.9246042159559,-0.782815195099337,0.262609293545458,-2.98091200250623,0.0028739136209555,0.00645873862943349
"AT1G26560",181.848942469681,-1.16353757239766,0.390332492399144,-2.98088833252409,0.00287413575670766,0.00645873862943349
"AT1G54370",497.346036577833,0.505233934909153,0.169496134379409,2.98079915957381,0.00287497275912237,0.00645996022148753
"AT5G44040",137.043219087499,-0.843904057028387,0.283123204909504,-2.98069547954619,0.00287594620880591,0.00646148812504986
"AT3G08780",239.394290624165,0.463754188300511,0.155643332821688,2.97959559136277,0.00288629157946725,0.00648406978846138
"AT1G09287",7.57645724576973,2.05732696050489,0.690566170686219,2.9791887408277,0.00289012694883181,0.00649137634110199
"AT1G55270",257.18669594947,-0.450495041795708,0.151214740529592,-2.97917412163629,0.00289026485011257,0.00649137634110199
"AT1G31300",498.176567997489,-0.384723136747935,0.129139012198817,-2.97913953496586,0.0028905911264173,0.00649137634110199
"AT1G45249",448.59936338183,0.614807613802784,0.206372126268914,2.97912138096429,0.00289076239719382,0.00649137634110199
"AT4G36360",790.173279725875,-1.10658776765302,0.371451073268735,-2.9790942799415,0.00289101809432492,0.00649137634110199
"AT3G57710",76.7307421943947,-0.603608845154943,0.202649297120599,-2.97858839745063,0.00289579486764812,0.0065014109561412
"AT1G55590",309.323034540231,0.434664504010235,0.145931163873205,2.97855846875792,0.00289607769360673,0.0065014109561412
"AT5G04070",98.8537882037694,0.627585033566022,0.210854205720395,2.97639324490513,0.00291660606656695,0.00654682764539414
"AT4G13195",59.6982648536807,-1.10082788160266,0.369912792954624,-2.97591189753118,0.00292118770128712,0.00655644350733331
"AT1G12855",1.45981622334497,-2.85916288240024,0.960888109334489,-2.97554195397474,0.00292471341810316,0.00656368770153862
"AT2G21390",1976.01689171048,0.581565126028237,0.195469153122868,2.97522712273008,0.00292771694991937,0.00656975864281744
"AT2G09190",13.1290537135658,1.53221313126042,0.515144481109191,2.97433669086644,0.00293622703376588,0.00658818371848131
"AT1G24405",1.94739616620246,-2.603054012087,0.875576581799092,-2.97295983720622,0.00294943042207135,0.00661713460700703
"AT1G15825",4.36816097434519,-2.37547765452382,0.79903888228199,-2.97291872422985,0.00294982550818158,0.00661734671820093
"AT4G10930",288.859212345806,0.576761345211052,0.194042721855928,2.97234206825486,0.00295537212898334,0.00662911405215517
"AT2G32235",15.049990770208,-0.761032338368357,0.256182245551167,-2.97066776322076,0.00297153056525322,0.00666467963591173
"AT1G56180",235.871313652224,-0.398337332172586,0.134107472958027,-2.97028438003045,0.00297524185566162,0.00667232381115884
"AT4G34800",4.79559755238832,-1.51402014857665,0.50974017281529,-2.97018016103132,0.0029762514647619,0.00667390821378221
"AT3G58480",2.09629041361688,-2.70560574740226,0.910992431910302,-2.96995414300946,0.00297844206143255,0.00667814025546048
"AT1G77930",1125.05934544579,0.37471229389964,0.126205119060508,2.96907365318507,0.00298698992071811,0.00669662397661861
"AT2G21640",41.7187365509049,-1.23760186999147,0.416847930500001,-2.96895289490101,0.00298816399458291,0.00669807828318762
"AT5G61400",10.374892645596,-1.1331531611863,0.381668709506047,-2.96894435661971,0.00298824702405995,0.00669807828318762
"AT3G07730",91.7055801573546,0.646502374391168,0.217812358366906,2.96816204203681,0.00299586348438522,0.00671446683623715
"AT4G26466",1.52666481856226,3.45516884748713,1.16419477629183,2.96786149349723,0.00299879427148083,0.00672035137602697
"AT1G30450",390.6705620214,0.575661228701714,0.193968509474193,2.96780766250258,0.00299931947838919,0.00672084431866204
"AT2G29640",91.4574913400453,0.568043165701336,0.191409855958312,2.96767981386001,0.00300056718142457,0.00672231771393899
"AT3G23530",916.558333550413,0.527496491149091,0.177747229028773,2.96767771869852,0.00300058763250942,0.00672231771393899
"AT3G01235",6.41866017199267,2.10579196458861,0.709673211370021,2.96726990796706,0.00300457073668265,0.00673055636181489
"AT2G44710",539.825328195633,0.56515593667475,0.190467076891542,2.96721063765034,0.00300515003358378,0.00673116922069662
"AT3G47200",2.91757038295742,3.78094946072392,1.27426401847358,2.96716332401275,0.00300561254128707,0.00673152038796244
"AT2G32870",411.44487877568,-1.35165651372381,0.455733082589923,-2.96589509377369,0.00301803416860055,0.00675865300287295
"AT1G21110",56.9590117958129,1.35840938564176,0.458064445907002,2.96554207116427,0.00302150015558779,0.00676572667809741
"AT2G30740",458.517993874558,0.663992206590071,0.223913627761116,2.96539434972871,0.00302295156647482,0.00676828834560125
"AT1G11810",1.2607351825278,3.217283555358,1.0856721256234,2.96340255904666,0.00304258374908936,0.00681155149846969
"AT1G80900",96.5647006138167,0.630845161052935,0.212908944974568,2.9629810110998,0.0030467536382335,0.00682019333129576
"AT2G21120",693.039541710838,0.473874091096016,0.159934247494282,2.96293069508429,0.00304725170476208,0.00682061482519583
"AT3G03780",2216.4006279236,-1.5352269596422,0.518177263178769,-2.9627447376296,0.00304909309877623,0.0068240426762406
"AT3G07080",133.366297237364,-0.708772304836853,0.239238432118953,-2.96261891770149,0.00305033957255673,0.00682613850071695
"AT1G04110",6.87980445145502,-1.1850785188516,0.400037453065054,-2.96241891795787,0.00305232188799689,0.00682988041970687
"AT4G32390",1025.13326076838,0.472389699451881,0.159475113994724,2.96215307591822,0.00305495862403466,0.00683508576201556
"AT5G41040",35.4421293917272,1.1080183416597,0.374127761045584,2.96160418185245,0.00306040936580016,0.00684658539079333
"AT1G74770",25.0323214868462,-1.69960474777239,0.573920321179592,-2.9613949620727,0.00306248933707065,0.00685054254024398
"AT3G52030",231.413700557702,0.596118283922858,0.201360142506521,2.96045819446891,0.00307181808735837,0.00687071217467053
"AT5G56160",65.4176434677912,0.818145159124875,0.276368278757196,2.96034393963012,0.00307295765940491,0.00687247391862792
"AT5G53850",656.471622819328,-0.420279605876359,0.14197116626487,-2.96031663987503,0.00307323000285269,0.00687247391862792
"AT2G38820",272.644532004331,-0.484193760254853,0.163574633475293,-2.96007852787265,0.00307560635109911,0.00687708953371587
"AT2G36620",1415.26886228201,-1.04000028678111,0.351418323395643,-2.95943670987874,0.00308202001670074,0.00689017379346069
"AT5G44170",91.9022513205446,0.449672690093374,0.151945692201171,2.95943033052903,0.00308208382649625,0.00689017379346069
"AT3G62040",6.11044828993749,-1.50997604840854,0.510245132269991,-2.95931495062172,0.00308323812830226,0.00689205452882835
"AT5G52320",156.697400946598,-1.12502726238695,0.380203103370975,-2.95901651620458,0.00308622560153615,0.00689803220938208
"AT5G66920",106.950491280013,-1.08354353069834,0.3661890013849,-2.95897344431552,0.00308665698993371,0.00689829614335774
"AT1G27400",1006.34459873716,-0.859847270030095,0.290619289945901,-2.95867239297899,0.00308967371837959,0.0069043373522056
"AT4G04870",124.128456195542,-0.763042363100029,0.2579091576863,-2.95857025762588,0.00309069779106132,0.00690592489989731
"AT5G65480",1127.87645515969,-0.556096494244088,0.187986873124155,-2.95816662622404,0.00309474788012014,0.00691427283860835
"AT5G11610",296.819947235939,-0.617955683117821,0.208900674773607,-2.95813157993635,0.00309509976728215,0.00691435741436876
"AT3G50370",1737.78825105556,0.768811884464302,0.25993124731757,2.95775091451398,0.00309892424271432,0.00692219884103518
"AT5G63087",4.31204441942367,-1.7787964891781,0.601473279082084,-2.95739902509509,0.00310246344306389,0.00692940151038555
"AT5G59720",16.2979407037501,-1.28528327675111,0.434617410514524,-2.95727517042982,0.00310371001348977,0.00693148261253858
"AT4G23660",150.801343439855,0.442097948847082,0.149511388825105,2.95695165646704,0.00310696826624078,0.00693772390507777
"AT2G44070",1.44249924317546,3.40569555729393,1.1517683307208,2.95692759251556,0.0031072107495516,0.00693772390507777
"AT1G02020",225.091836687456,0.479158767684752,0.162047462861842,2.95690385534312,0.00310744995693873,0.00693772390507777
"AT4G33930",12.9885078764036,2.97590172916204,1.00643942915863,2.95686123073482,0.00310787954144898,0.00693797949342226
"AT5G16130",1580.99664535312,-0.780428333526029,0.263946866644551,-2.9567630161604,0.00310886958564319,0.00693931359104476
"AT5G43020",77.2293828382977,-0.694205098939616,0.234787379012953,-2.95673942039839,0.00310910748367956,0.00693931359104476
"AT1G72720",3.37337201501328,-1.72964505162736,0.585220553096136,-2.95554392694616,0.00312118247668961,0.0069655580551137
"AT2G37390",22.6944688106958,-1.45000759439944,0.490681013278997,-2.95509211719789,0.00312575706902466,0.0069750602154439
"AT4G39780",318.345374436213,0.774253303456943,0.262021897062458,2.95491831841972,0.00312751841613722,0.0069782833893909
"AT3G13404",4.84665275786071,-1.38666138010315,0.469290938633739,-2.95480109660796,0.00312870690028923,0.0069802278377311
"AT1G65280",681.972158158258,0.530620808853247,0.179586833803077,2.95467544928762,0.00312998126585464,0.00698236347635131
"AT2G45200",341.525216921198,-0.331879036902672,0.112332024808927,-2.95444720654851,0.00313229740595842,0.006986822437888
"AT1G30040",189.086650243588,1.37124760835676,0.464149145016314,2.9543253996699,0.00313353410561798,0.00698887296773669
"AT5G65180",150.360334732086,0.361209911196697,0.122279709503893,2.9539644202802,0.00313720172755763,0.00699634433681392
"AT1G75840",508.64233515976,-1.01680654441065,0.34430227732093,-2.95323792895761,0.00314459488872744,0.00701212176017833
"AT3G28770",6.54052671058245,-1.68464777795878,0.570470295911907,-2.95308588375462,0.00314614418978235,0.00701486610335471
"AT1G64820",1.35522749839724,3.30246831554946,1.11854756931431,2.95246121501468,0.00315251670629827,0.00702836298494079
"AT2G24550",1659.08196109624,1.06640147395971,0.361236971024735,2.95208286941009,0.00315638209274603,0.007036268190552
"AT3G07480",1470.37068943376,0.47906349663181,0.162289887782608,2.95189985757787,0.00315825339196808,0.00703972698768509
"AT4G29140",90.4780077864243,-0.854374806087374,0.289451020776369,-2.9517076975433,0.00316021932002382,0.00704339599031122
"AT1G15710",167.008840190064,-0.569937586291838,0.1931021499224,-2.95148234507422,0.0031625262503657,0.00704782418831497
"AT1G57860",676.515778256507,-0.715524919813682,0.242440929663275,-2.95133713934966,0.00316401353259598,0.00705042505421498
"AT4G28010",36.491067102844,-0.672885725437539,0.227997447786413,-2.95128621820317,0.0031645352478264,0.00705087402212524
"AT1G28440",665.253301408737,-0.609468955099878,0.206515943368669,-2.95119565665621,0.00316546329455907,0.00705222815133073
"AT5G64230",92.5680928873225,1.18330653364064,0.400989532325666,2.95096614312518,0.00316781638939202,0.0070567565015817
"AT5G21140",24.2449224772617,-1.00222312750298,0.339660582165652,-2.95066068930601,0.00317095053740542,0.00706302366541149
"AT3G58470",152.655126384009,-0.477821292811962,0.161958636666061,-2.95026744265064,0.00317498965653721,0.00707130510394864
"AT1G51355",9.18033435947379,-1.39628698499996,0.473353441476884,-2.94977676858858,0.00318003604885488,0.00708182802909747
"AT3G18960",26.7973159948617,-1.47316660563947,0.499489701222218,-2.94934330384537,0.00318450014590907,0.00709060682203725
"AT1G58150",9.27002798398487,-1.19861410345662,0.406401965439839,-2.94933146339338,0.00318462216655129,0.00709060682203725
"AT3G32980",160.625603777126,-0.997103840453876,0.338189842324578,-2.9483553781515,0.0031946957864262,0.00711231666587786
"AT4G30920",1113.02387833561,-0.374694495731312,0.127090664947472,-2.94824561572778,0.00319583039643438,0.00711412331095867
"AT3G01450",84.3003422047649,-0.735709734306053,0.249576736762638,-2.94782976910928,0.00320013231917429,0.00712297951916494
"AT1G05970",63.3151312642822,-0.640526872945595,0.217290597989913,-2.94778917666437,0.00320055252957748,0.00712319474337785
"AT4G37970",17.0963109647492,-1.01492862803193,0.344370562986417,-2.9471991427791,0.00320666620305289,0.00713608009488765
"AT3G61490",40.605183501314,-0.529553488027499,0.179707490810048,-2.9467524455463,0.00321130176104834,0.00714567379229533
"AT3G14370",8.0386866400811,-1.39064139642656,0.471951432583878,-2.94657733914052,0.00321312057658548,0.00714899846960985
"AT1G71420",10.5502027356257,-1.07476630823298,0.36477385915667,-2.94639070551206,0.00321506015783805,0.00715259114431425
"AT1G50570",627.96346406003,0.420269812992415,0.142644728205938,2.94626950661412,0.00321632028304399,0.00715467165003663
"AT3G12270",114.674189140442,-0.743842086137502,0.252499811654158,-2.94591144945613,0.00322004569250731,0.00716223518109162
"AT1G02816",282.206861558316,0.89269840514084,0.303063543367414,2.94558162694809,0.00322348081300288,0.00716915156976742
"AT1G47578",7.35859841646534,-1.19351548691925,0.405200096694014,-2.9454965501169,0.00322436743471592,0.00717039916953592
"AT5G14000",9.7588208956142,1.58125009928967,0.536931434250348,2.94497583569003,0.0032297988643547,0.00718175231219569
"AT3G19300",29.6938054314259,-0.709345415633638,0.240888691595542,-2.94470201542148,0.0032326583519879,0.00718738479188827
"AT2G35490",1218.03057116486,-0.310976769723037,0.105619865377598,-2.94430189445209,0.00323684093809888,0.00719595757017985
"AT4G08170",175.64038260539,-0.518001315904886,0.175938669344663,-2.94421526452564,0.00323774715616139,0.00719724552088456
"AT2G23673",2.66831313161739,-2.22316588618722,0.755131299661943,-2.94407858233726,0.00323917743088194,0.00719969802878645
"AT4G37200",902.715455484191,-0.578023394052457,0.196342689712553,-2.94395169434975,0.00324050573203105,0.00720192340848488
"AT1G33340",26.9160475911995,-1.06010989498026,0.360106572454573,-2.94387821847931,0.00324127512615394,0.00720290631082533
"AT1G55860",1513.91691797187,0.830820488102816,0.282235224581509,2.94371650220038,0.00324296910590282,0.00720594346288911
"AT3G26165",365.384096712775,0.840266562983506,0.285471607315373,2.9434330471094,0.0032459402471799,0.00721181759459204
"AT1G02290",93.6081349206736,-0.655203342062585,0.222608475273935,-2.94329917698018,0.00324734431942845,0.00721420918425746
"AT2G25100",130.392833078341,-0.619987757223138,0.210666098708847,-2.94298779453831,0.0032506123376828,0.0072207407638317
"AT4G31620",25.0650467334192,-1.18757945393974,0.403540748183729,-2.9428984787406,0.00325155027690739,0.00722209563169039
"AT1G32440",436.941144214841,-0.73348556696894,0.249312316170311,-2.94203502753502,0.00326063042930964,0.00724153326533585
"AT1G28470",9.10606872381984,1.5223688079006,0.517474081936159,2.94192281515737,0.00326181216226726,0.00724342714965209
"AT2G24100",340.160011854153,0.859298973865646,0.292118603900404,2.94160988855957,0.00326510972191864,0.00725001874316303
"AT3G00590",16.7138103390947,-0.976483770583256,0.331988238727985,-2.9413203742538,0.00326816327184989,0.00725606725013521
"AT2G27530",2729.29440830902,-0.618098972262614,0.210188163351433,-2.94069353101087,0.00327478359592688,0.00727003279039303
"AT5G06110",618.368783517083,0.498569309805382,0.169553409294065,2.9404853130419,0.00327698536474472,0.00727418729316959
"AT2G03270",133.423244165234,0.55111559671827,0.187427489974067,2.94042030224341,0.00327767308761878,0.00727498044790224
"AT5G09770",174.565856179671,-0.49389623607538,0.167997832907112,-2.93989647085782,0.00328321928710018,0.00728655601888639
"AT5G17630",297.885806986335,-0.746301800873998,0.253857891139831,-2.9398408594788,0.00328380858856767,0.00728712935931093
"AT2G01250",3068.08477376412,-0.710702288391519,0.241754267092393,-2.93977143377538,0.00328454441259971,0.00728802770095942
"AT5G60670",379.618967430887,-0.980293215129908,0.333492607705026,-2.93947509624254,0.00328768690211021,0.00729426543839809
"AT5G63950",154.973922614225,0.510501354010708,0.173704353812892,2.93890937564295,0.00329369365047901,0.00730685610037751
"AT1G52320",320.249013402637,0.46437737894152,0.158012465277293,2.9388654757496,0.00329416019160133,0.00730715485580073
"AT3G24740",377.01979254074,0.534275199599926,0.181819695171559,2.93848913945105,0.00329816213338,0.00731529503906124
"AT5G50320",365.701451064557,0.364715421898101,0.124131675651019,2.93813339734052,0.00330194914869245,0.00732295692545432
"AT2G15000",153.220252339443,-1.14734751428051,0.390515294258501,-2.93803477392367,0.00330299973493034,0.00732454911508673
"AT3G19553",834.512701040425,-0.509654147654038,0.173478281984768,-2.93785563139707,0.00330490883006373,0.00732804457405269
"AT2G34310",603.801615491852,-0.641024774275605,0.21821708099125,-2.93755544416483,0.00330811013381813,0.00733440428218785
"AT1G02330",435.380874252846,0.389418105050818,0.132671676905618,2.93520149992412,0.00333331151349581,0.00738953412244771
"AT1G09505",7.4369171687717,-2.79105735828557,0.950907761994405,-2.93515046341792,0.0033338598428348,0.00739000563973992
"AT1G52520",125.733584306811,0.344101624374113,0.117240162272543,2.9350149104553,0.00333531660444305,0.00739249053720828
"AT4G09800",1645.6509362356,-0.422973117424256,0.144123494377591,-2.93479643448072,0.00333766574387445,0.00739695262693785
"AT1G15415",3.49037310360953,2.44352866313201,0.832705305240731,2.93444589310693,0.00334143805083635,0.00740419735596748
"AT3G02515",1.4482905026308,3.40772255444166,1.16128936464312,2.93443017579766,0.00334160728159909,0.00740419735596748
"AT5G42220",656.080583932757,0.473771313522535,0.161497923811408,2.93360621821857,0.00335048990125049,0.00742313208349097
"AT1G22480",3.94388496462786,3.07285090871175,1.04751581944344,2.93346491926432,0.00335201532322427,0.00742576450213823
"AT5G60170",1026.4773090189,0.705585334785812,0.240534643242767,2.9334042085309,0.00335267093267814,0.00742646967763655
"AT1G75360",17.7641984506129,-0.86215336212347,0.293943405521671,-2.93305903765175,0.0033564006200068,0.00743398323662926
"AT3G01850",344.668154376051,0.437964309189418,0.14932156696269,2.93302781438698,0.00335673818414788,0.00743398323662926
"AT1G06573",25.9502186170214,1.56993196269013,0.535276034505638,2.93293900994478,0.00335769844479429,0.00743536199914318
